City	State	Incorporation	Year	Population
Iowa City 	Iowa	city	2015	74220
Sioux City 	Iowa	city	2010	82834
Sioux City 	Iowa	city	2011	83052
Sioux City 	Iowa	city	2012	82748
Sioux City 	Iowa	city	2013	82652
Sioux City 	Iowa	city	2014	82686
Sioux City 	Iowa	city	2015	82821
Waterloo 	Iowa	city	2010	68408
Waterloo 	Iowa	city	2011	68399
Waterloo 	Iowa	city	2012	68369
Waterloo 	Iowa	city	2013	68495
Waterloo 	Iowa	city	2014	68459
Waterloo 	Iowa	city	2015	68460
West Des Moines 	Iowa	city	2010	57044
West Des Moines 	Iowa	city	2011	58400
West Des Moines 	Iowa	city	2012	59369
West Des Moines 	Iowa	city	2013	61282
West Des Moines 	Iowa	city	2014	63447
West Des Moines 	Iowa	city	2015	64113
Des Moines 	Iowa	city (pt.)	2010	204358
Des Moines 	Iowa	city (pt.)	2011	205777
Des Moines 	Iowa	city (pt.)	2012	206760
Des Moines 	Iowa	city (pt.)	2013	207570
Des Moines 	Iowa	city (pt.)	2014	209494
Des Moines 	Iowa	city (pt.)	2015	210114
Sioux City 	Iowa	city (pt.)	2010	82828
Sioux City 	Iowa	city (pt.)	2011	83046
Sioux City 	Iowa	city (pt.)	2012	82742
Sioux City 	Iowa	city (pt.)	2013	82646
Sioux City 	Iowa	city (pt.)	2014	82680
Sioux City 	Iowa	city (pt.)	2015	82815
Kansas City 	Kansas	city	2010	145943
Kansas City 	Kansas	city	2011	146282
Kansas City 	Kansas	city	2012	147590
Kansas City 	Kansas	city	2013	149032
Kansas City 	Kansas	city	2014	150109
Kansas City 	Kansas	city	2015	151306
Lawrence 	Kansas	city	2010	87996
Lawrence 	Kansas	city	2011	88991
Lawrence 	Kansas	city	2012	89823
Lawrence 	Kansas	city	2013	91057
Lawrence 	Kansas	city	2014	92667
Lawrence 	Kansas	city	2015	93917
Lenexa 	Kansas	city	2013	50327
Lenexa 	Kansas	city	2014	51014
Lenexa 	Kansas	city	2015	52490
Manhattan 	Kansas	city	2010	52705
Manhattan 	Kansas	city	2011	54251
Manhattan 	Kansas	city	2012	56753
Manhattan 	Kansas	city	2013	56318
Manhattan 	Kansas	city	2014	55772
Manhattan 	Kansas	city	2015	56308
Olathe 	Kansas	city	2010	126251
Olathe 	Kansas	city	2011	128295
Olathe 	Kansas	city	2012	130025
Olathe 	Kansas	city	2013	131874
Olathe 	Kansas	city	2014	132991
Olathe 	Kansas	city	2015	134305
Overland Park 	Kansas	city	2010	174095
Overland Park 	Kansas	city	2011	176102
Overland Park 	Kansas	city	2012	178917
Overland Park 	Kansas	city	2013	181220
Overland Park 	Kansas	city	2014	184429
Overland Park 	Kansas	city	2015	186515
Shawnee 	Kansas	city	2010	62333
Shawnee 	Kansas	city	2011	63029
Shawnee 	Kansas	city	2012	63628
Shawnee 	Kansas	city	2013	64320
Shawnee 	Kansas	city	2014	64566
Shawnee 	Kansas	city	2015	65046
Topeka 	Kansas	city	2010	127760
Topeka 	Kansas	city	2011	128090
Topeka 	Kansas	city	2012	127969
Topeka 	Kansas	city	2013	127622
Topeka 	Kansas	city	2014	127309
Topeka 	Kansas	city	2015	127265
Manhattan 	Kansas	city (pt.)	2010	52559
Manhattan 	Kansas	city (pt.)	2011	54100
Manhattan 	Kansas	city (pt.)	2012	56598
Manhattan 	Kansas	city (pt.)	2013	56160
Manhattan 	Kansas	city (pt.)	2014	55615
Manhattan 	Kansas	city (pt.)	2015	56148
Manhattan 	Kansas	city	2010	52559
Manhattan 	Kansas	city	2011	54100
Manhattan 	Kansas	city	2012	56598
Manhattan 	Kansas	city	2013	56160
Manhattan 	Kansas	city	2014	55615
Manhattan 	Kansas	city	2015	56148
Bowling Green 	Kentucky	city	2010	59098
Bowling Green 	Kentucky	city	2011	59590
Bowling Green 	Kentucky	city	2012	60503
Bowling Green 	Kentucky	city	2013	61786
Bowling Green 	Kentucky	city	2014	62549
Bowling Green 	Kentucky	city	2015	63616
Lexington-Fayette urban 	Kentucky	county	2010	296717
Lexington-Fayette urban 	Kentucky	county	2011	301291
Lexington-Fayette urban 	Kentucky	county	2012	305525
Lexington-Fayette urban 	Kentucky	county	2013	308829
Lexington-Fayette urban 	Kentucky	county	2014	311399
Lexington-Fayette urban 	Kentucky	county	2015	314488
Owensboro 	Kentucky	city	2010	57483
Owensboro 	Kentucky	city	2011	57786
Owensboro 	Kentucky	city	2012	58166
Owensboro 	Kentucky	city	2013	58401
Owensboro 	Kentucky	city	2014	58461
Owensboro 	Kentucky	city	2015	59042
Baton Rouge 	Louisiana	city	2010	229602
Baton Rouge 	Louisiana	city	2011	228958
Baton Rouge 	Louisiana	city	2012	229997
Baton Rouge 	Louisiana	city	2013	229422
Baton Rouge 	Louisiana	city	2014	229007
Baton Rouge 	Louisiana	city	2015	228590
Bossier City 	Louisiana	city	2010	62002
Bossier City 	Louisiana	city	2011	63465
Bossier City 	Louisiana	city	2012	65441
Bossier City 	Louisiana	city	2013	66215
Bossier City 	Louisiana	city	2014	67189
Bossier City 	Louisiana	city	2015	68094
Kenner 	Louisiana	city	2010	66728
Kenner 	Louisiana	city	2011	66869
Kenner 	Louisiana	city	2012	66910
Kenner 	Louisiana	city	2013	67027
Kenner 	Louisiana	city	2014	67036
Kenner 	Louisiana	city	2015	67091
Lafayette 	Louisiana	city	2010	121510
Lafayette 	Louisiana	city	2011	122366
Lafayette 	Louisiana	city	2012	123499
Lafayette 	Louisiana	city	2013	124983
Lafayette 	Louisiana	city	2014	126445
Lafayette 	Louisiana	city	2015	127657
Lake Charles 	Louisiana	city	2010	72227
Lake Charles 	Louisiana	city	2011	72646
Lake Charles 	Louisiana	city	2012	73578
Lake Charles 	Louisiana	city	2013	73908
Lake Charles 	Louisiana	city	2014	74752
Lake Charles 	Louisiana	city	2015	76070
New Orleans 	Louisiana	city	2010	347900
Shreveport 	Louisiana	city	2010	200947
Shreveport 	Louisiana	city	2011	201925
Shreveport 	Louisiana	city	2012	202131
Shreveport 	Louisiana	city	2013	200372
Shreveport 	Louisiana	city	2014	198318
Shreveport 	Louisiana	city	2015	197204
Acadia 	Louisiana	Parish	2010	61856
Acadia 	Louisiana	Parish	2011	61763
Acadia 	Louisiana	Parish	2012	61850
Acadia 	Louisiana	Parish	2013	62125
Acadia 	Louisiana	Parish	2014	62498
Acadia 	Louisiana	Parish	2015	62577
Ascension 	Louisiana	Parish	2010	107849
Ascension 	Louisiana	Parish	2011	110062
Ascension 	Louisiana	Parish	2012	112227
Ascension 	Louisiana	Parish	2013	114581
Ascension 	Louisiana	Parish	2014	117364
Ascension 	Louisiana	Parish	2015	119455
Balance of Ascension 	Louisiana	Parish	2010	89171
Balance of Ascension 	Louisiana	Parish	2011	91195
Balance of Ascension 	Louisiana	Parish	2012	93090
Balance of Ascension 	Louisiana	Parish	2013	95298
Balance of Ascension 	Louisiana	Parish	2014	97663
Balance of Ascension 	Louisiana	Parish	2015	99403
Bossier 	Louisiana	Parish	2010	117625
Bossier 	Louisiana	Parish	2011	120045
Bossier 	Louisiana	Parish	2012	123145
Bossier 	Louisiana	Parish	2013	123883
Bossier 	Louisiana	Parish	2014	124769
Bossier 	Louisiana	Parish	2015	125175
Caddo 	Louisiana	Parish	2010	255692
Caddo 	Louisiana	Parish	2011	257005
Caddo 	Louisiana	Parish	2012	257346
Caddo 	Louisiana	Parish	2013	255198
Caddo 	Louisiana	Parish	2014	252702
Caddo 	Louisiana	Parish	2015	251460
Shreveport 	Louisiana	city (pt.)	2010	198241
Shreveport 	Louisiana	city (pt.)	2011	199210
Shreveport 	Louisiana	city (pt.)	2012	199411
Shreveport 	Louisiana	city (pt.)	2013	197696
Shreveport 	Louisiana	city (pt.)	2014	195675
Shreveport 	Louisiana	city (pt.)	2015	194613
Calcasieu 	Louisiana	Parish	2010	193106
Calcasieu 	Louisiana	Parish	2011	193817
Calcasieu 	Louisiana	Parish	2012	194499
Calcasieu 	Louisiana	Parish	2013	195493
Calcasieu 	Louisiana	Parish	2014	196839
Calcasieu 	Louisiana	Parish	2015	198788
Balance of Calcasieu 	Louisiana	Parish	2010	86254
Balance of Calcasieu 	Louisiana	Parish	2011	86649
Balance of Calcasieu 	Louisiana	Parish	2012	86506
Balance of Calcasieu 	Louisiana	Parish	2013	87131
Balance of Calcasieu 	Louisiana	Parish	2014	87618
Balance of Calcasieu 	Louisiana	Parish	2015	88179
Balance of East Baton Rouge 	Louisiana	Parish	2010	155300
Balance of East Baton Rouge 	Louisiana	Parish	2011	156131
Balance of East Baton Rouge 	Louisiana	Parish	2012	157244
Balance of East Baton Rouge 	Louisiana	Parish	2013	158196
Balance of East Baton Rouge 	Louisiana	Parish	2014	158946
Balance of East Baton Rouge 	Louisiana	Parish	2015	159725
Iberia 	Louisiana	Parish	2010	73254
Iberia 	Louisiana	Parish	2011	73543
Iberia 	Louisiana	Parish	2012	73920
Iberia 	Louisiana	Parish	2013	74075
Iberia 	Louisiana	Parish	2014	74048
Iberia 	Louisiana	Parish	2015	74103
Balance of Jefferson 	Louisiana	Parish	2010	327248
Balance of Jefferson 	Louisiana	Parish	2011	328279
Balance of Jefferson 	Louisiana	Parish	2012	328594
Balance of Jefferson 	Louisiana	Parish	2013	329188
Balance of Jefferson 	Louisiana	Parish	2014	329451
Balance of Jefferson 	Louisiana	Parish	2015	330041
Lafayette 	Louisiana	Parish	2010	222147
Lafayette 	Louisiana	Parish	2011	224315
Lafayette 	Louisiana	Parish	2012	227130
Lafayette 	Louisiana	Parish	2013	231466
Lafayette 	Louisiana	Parish	2014	236047
Lafayette 	Louisiana	Parish	2015	240098
Balance of Lafayette 	Louisiana	Parish	2010	66204
Balance of Lafayette 	Louisiana	Parish	2011	66762
Balance of Lafayette 	Louisiana	Parish	2012	67497
Balance of Lafayette 	Louisiana	Parish	2013	68431
Balance of Lafayette 	Louisiana	Parish	2014	69348
Balance of Lafayette 	Louisiana	Parish	2015	70139
Lafourche 	Louisiana	Parish	2010	96680
Lafourche 	Louisiana	Parish	2011	96980
Lafourche 	Louisiana	Parish	2012	97035
Lafourche 	Louisiana	Parish	2013	97155
Lafourche 	Louisiana	Parish	2014	97875
Lafourche 	Louisiana	Parish	2015	98325
Balance of Lafourche 	Louisiana	Parish	2010	77440
Balance of Lafourche 	Louisiana	Parish	2011	77731
Balance of Lafourche 	Louisiana	Parish	2012	77823
Balance of Lafourche 	Louisiana	Parish	2013	78000
Balance of Lafourche 	Louisiana	Parish	2014	78673
Balance of Lafourche 	Louisiana	Parish	2015	79150
Livingston 	Louisiana	Parish	2010	128707
Livingston 	Louisiana	Parish	2011	130175
Livingston 	Louisiana	Parish	2012	131894
Livingston 	Louisiana	Parish	2013	134171
Livingston 	Louisiana	Parish	2014	135717
Livingston 	Louisiana	Parish	2015	137788
Balance of Livingston 	Louisiana	Parish	2010	105916
Balance of Livingston 	Louisiana	Parish	2011	107372
Balance of Livingston 	Louisiana	Parish	2012	109054
Balance of Livingston 	Louisiana	Parish	2013	111295
Balance of Livingston 	Louisiana	Parish	2014	112759
Balance of Livingston 	Louisiana	Parish	2015	114642
Orleans 	Louisiana	Parish	2010	347900
Ouachita 	Louisiana	Parish	2010	153969
Ouachita 	Louisiana	Parish	2011	154617
Ouachita 	Louisiana	Parish	2012	155272
Ouachita 	Louisiana	Parish	2013	156054
Ouachita 	Louisiana	Parish	2014	156141
Ouachita 	Louisiana	Parish	2015	156761
Balance of Ouachita 	Louisiana	Parish	2010	86687
Balance of Ouachita 	Louisiana	Parish	2011	87145
Balance of Ouachita 	Louisiana	Parish	2012	87641
Balance of Ouachita 	Louisiana	Parish	2013	88101
Balance of Ouachita 	Louisiana	Parish	2014	88067
Balance of Ouachita 	Louisiana	Parish	2015	88260
Rapides 	Louisiana	Parish	2010	131784
Rapides 	Louisiana	Parish	2011	132039
Rapides 	Louisiana	Parish	2012	132079
Rapides 	Louisiana	Parish	2013	132449
Rapides 	Louisiana	Parish	2014	132416
Rapides 	Louisiana	Parish	2015	132141
Balance of Rapides 	Louisiana	Parish	2010	59287
Balance of Rapides 	Louisiana	Parish	2011	59399
Balance of Rapides 	Louisiana	Parish	2012	59392
Balance of Rapides 	Louisiana	Parish	2013	59520
Balance of Rapides 	Louisiana	Parish	2014	59626
Balance of Rapides 	Louisiana	Parish	2015	59679
St. Charles 	Louisiana	Parish	2010	52844
St. Charles 	Louisiana	Parish	2011	52414
St. Charles 	Louisiana	Parish	2012	52481
St. Charles 	Louisiana	Parish	2013	52657
St. Charles 	Louisiana	Parish	2014	52832
St. Charles 	Louisiana	Parish	2015	52812
St. Landry 	Louisiana	Parish	2010	83492
St. Landry 	Louisiana	Parish	2011	83419
St. Landry 	Louisiana	Parish	2012	83476
St. Landry 	Louisiana	Parish	2013	83517
St. Landry 	Louisiana	Parish	2014	83803
St. Landry 	Louisiana	Parish	2015	83848
St. Martin 	Louisiana	Parish	2010	52264
St. Martin 	Louisiana	Parish	2011	52850
St. Martin 	Louisiana	Parish	2012	52710
St. Martin 	Louisiana	Parish	2013	52935
St. Martin 	Louisiana	Parish	2014	53300
St. Martin 	Louisiana	Parish	2015	53835
St. Mary 	Louisiana	Parish	2010	54541
St. Mary 	Louisiana	Parish	2011	54123
St. Mary 	Louisiana	Parish	2012	53530
St. Mary 	Louisiana	Parish	2013	53517
St. Mary 	Louisiana	Parish	2014	53223
St. Mary 	Louisiana	Parish	2015	52810
St. Tammany 	Louisiana	Parish	2010	234565
St. Tammany 	Louisiana	Parish	2011	236844
St. Tammany 	Louisiana	Parish	2012	239344
St. Tammany 	Louisiana	Parish	2013	242470
St. Tammany 	Louisiana	Parish	2014	246056
St. Tammany 	Louisiana	Parish	2015	250088
Balance of St. Tammany 	Louisiana	Parish	2010	179968
Balance of St. Tammany 	Louisiana	Parish	2011	181869
Balance of St. Tammany 	Louisiana	Parish	2012	183989
Balance of St. Tammany 	Louisiana	Parish	2013	186542
Balance of St. Tammany 	Louisiana	Parish	2014	189498
Balance of St. Tammany 	Louisiana	Parish	2015	192756
Tangipahoa 	Louisiana	Parish	2010	121491
Tangipahoa 	Louisiana	Parish	2011	122644
Tangipahoa 	Louisiana	Parish	2012	123672
Tangipahoa 	Louisiana	Parish	2013	125413
Tangipahoa 	Louisiana	Parish	2014	126948
Tangipahoa 	Louisiana	Parish	2015	128755
Balance of Tangipahoa 	Louisiana	Parish	2010	84193
Balance of Tangipahoa 	Louisiana	Parish	2011	85155
Balance of Tangipahoa 	Louisiana	Parish	2012	85923
Balance of Tangipahoa 	Louisiana	Parish	2013	87315
Balance of Tangipahoa 	Louisiana	Parish	2014	88574
Balance of Tangipahoa 	Louisiana	Parish	2015	89927
Terrebonne 	Louisiana	Parish	2010	111544
Terrebonne 	Louisiana	Parish	2011	111651
Terrebonne 	Louisiana	Parish	2012	111754
Terrebonne 	Louisiana	Parish	2013	112756
Terrebonne 	Louisiana	Parish	2014	113579
Terrebonne 	Louisiana	Parish	2015	113972
Balance of Terrebonne 	Louisiana	Parish	2010	77863
Balance of Terrebonne 	Louisiana	Parish	2011	77960
Balance of Terrebonne 	Louisiana	Parish	2012	78058
Balance of Terrebonne 	Louisiana	Parish	2013	78781
Balance of Terrebonne 	Louisiana	Parish	2014	79379
Balance of Terrebonne 	Louisiana	Parish	2015	79685
Vermilion 	Louisiana	Parish	2010	58091
Vermilion 	Louisiana	Parish	2011	58241
Vermilion 	Louisiana	Parish	2012	58637
Vermilion 	Louisiana	Parish	2013	59280
Vermilion 	Louisiana	Parish	2014	59518
Vermilion 	Louisiana	Parish	2015	59875
Vernon 	Louisiana	Parish	2010	52742
Vernon 	Louisiana	Parish	2011	52312
Vernon 	Louisiana	Parish	2012	54162
Vernon 	Louisiana	Parish	2013	52886
Vernon 	Louisiana	Parish	2014	52217
Vernon 	Louisiana	Parish	2015	50803
Portland 	Maine	city	2010	66087
Portland 	Maine	city	2011	66172
Portland 	Maine	city	2012	66273
Portland 	Maine	city	2013	66401
Portland 	Maine	city	2014	66672
Portland 	Maine	city	2015	66881
Bowie 	Maryland	city	2010	55090
Bowie 	Maryland	city	2011	55710
Bowie 	Maryland	city	2012	56243
Bowie 	Maryland	city	2013	56873
Bowie 	Maryland	city	2014	57592
Bowie 	Maryland	city	2015	58025
Frederick 	Maryland	city	2010	65449
Frederick 	Maryland	city	2011	65966
Frederick 	Maryland	city	2012	66401
Frederick 	Maryland	city	2013	66877
Frederick 	Maryland	city	2014	68331
Frederick 	Maryland	city	2015	69479
Gaithersburg 	Maryland	city	2010	60184
Gaithersburg 	Maryland	city	2011	61512
Gaithersburg 	Maryland	city	2012	63067
Gaithersburg 	Maryland	city	2013	65858
Gaithersburg 	Maryland	city	2014	66811
Gaithersburg 	Maryland	city	2015	67456
Rockville 	Maryland	city	2010	61536
Rockville 	Maryland	city	2011	62155
Rockville 	Maryland	city	2012	63208
Rockville 	Maryland	city	2013	63869
Rockville 	Maryland	city	2014	65601
Rockville 	Maryland	city	2015	66980
Brockton 	Massachusetts	city	2010	93846
Brockton 	Massachusetts	city	2011	94115
Brockton 	Massachusetts	city	2012	94009
Brockton 	Massachusetts	city	2013	94368
Brockton 	Massachusetts	city	2014	94800
Brockton 	Massachusetts	city	2015	95314
Cambridge 	Massachusetts	city	2010	104979
Cambridge 	Massachusetts	city	2011	105743
Cambridge 	Massachusetts	city	2012	106048
Cambridge 	Massachusetts	city	2013	107705
Cambridge 	Massachusetts	city	2014	109700
Cambridge 	Massachusetts	city	2015	110402
Chicopee 	Massachusetts	city	2010	55303
Chicopee 	Massachusetts	city	2011	55633
Chicopee 	Massachusetts	city	2012	55910
Chicopee 	Massachusetts	city	2013	56079
Chicopee 	Massachusetts	city	2014	56545
Chicopee 	Massachusetts	city	2015	56741
Fall River 	Massachusetts	city	2010	88857
Fall River 	Massachusetts	city	2011	88742
Fall River 	Massachusetts	city	2012	88712
Fall River 	Massachusetts	city	2013	88755
Fall River 	Massachusetts	city	2014	88727
Fall River 	Massachusetts	city	2015	88777
Haverhill 	Massachusetts	city	2010	60976
Haverhill 	Massachusetts	city	2011	61428
Haverhill 	Massachusetts	city	2012	61729
Haverhill 	Massachusetts	city	2013	62079
Haverhill 	Massachusetts	city	2014	62370
Haverhill 	Massachusetts	city	2015	62765
Lawrence 	Massachusetts	city	2010	76596
Lawrence 	Massachusetts	city	2011	77394
Lawrence 	Massachusetts	city	2012	78116
Lawrence 	Massachusetts	city	2013	78669
Lawrence 	Massachusetts	city	2014	79535
Lawrence 	Massachusetts	city	2015	80231
Lowell 	Massachusetts	city	2010	106686
Lowell 	Massachusetts	city	2011	107562
Lowell 	Massachusetts	city	2012	108573
Lowell 	Massachusetts	city	2013	109653
Lowell 	Massachusetts	city	2014	110235
Lowell 	Massachusetts	city	2015	110699
Lynn 	Massachusetts	city	2010	90505
Lynn 	Massachusetts	city	2011	90594
Lynn 	Massachusetts	city	2012	91212
Lynn 	Massachusetts	city	2013	91694
Lynn 	Massachusetts	city	2014	92115
Lynn 	Massachusetts	city	2015	92457
Malden 	Massachusetts	city	2010	59564
Malden 	Massachusetts	city	2011	59930
Malden 	Massachusetts	city	2012	60366
Malden 	Massachusetts	city	2013	60776
Malden 	Massachusetts	city	2014	60928
Malden 	Massachusetts	city	2015	61068
Medford 	Massachusetts	city	2010	56321
Medford 	Massachusetts	city	2011	56667
Medford 	Massachusetts	city	2012	57071
Medford 	Massachusetts	city	2013	57266
Medford 	Massachusetts	city	2014	57295
Medford 	Massachusetts	city	2015	57403
New Bedford 	Massachusetts	city	2010	95042
New Bedford 	Massachusetts	city	2011	94813
New Bedford 	Massachusetts	city	2012	94854
New Bedford 	Massachusetts	city	2013	95015
New Bedford 	Massachusetts	city	2014	94954
New Bedford 	Massachusetts	city	2015	94958
Newton 	Massachusetts	city	2010	85424
Newton 	Massachusetts	city	2011	85928
Newton 	Massachusetts	city	2012	87254
Newton 	Massachusetts	city	2013	87908
Newton 	Massachusetts	city	2014	88506
Newton 	Massachusetts	city	2015	88817
Peabody 	Massachusetts	city	2010	51372
Peabody 	Massachusetts	city	2011	51572
Peabody 	Massachusetts	city	2012	51823
Peabody 	Massachusetts	city	2013	52111
Peabody 	Massachusetts	city	2014	52314
Peabody 	Massachusetts	city	2015	52504
Quincy 	Massachusetts	city	2010	92447
Quincy 	Massachusetts	city	2011	92569
Quincy 	Massachusetts	city	2012	92921
Quincy 	Massachusetts	city	2013	93373
Quincy 	Massachusetts	city	2014	93520
Quincy 	Massachusetts	city	2015	93618
Revere 	Massachusetts	city	2010	51817
Revere 	Massachusetts	city	2011	52535
Revere 	Massachusetts	city	2012	52987
Revere 	Massachusetts	city	2013	53316
Revere 	Massachusetts	city	2014	53226
Revere 	Massachusetts	city	2015	53422
Somerville 	Massachusetts	city	2010	75779
Somerville 	Massachusetts	city	2011	76679
Somerville 	Massachusetts	city	2012	77727
Somerville 	Massachusetts	city	2013	78929
Somerville 	Massachusetts	city	2014	79356
Somerville 	Massachusetts	city	2015	80318
Springfield 	Massachusetts	city	2010	153580
Springfield 	Massachusetts	city	2011	153722
Springfield 	Massachusetts	city	2012	153784
Springfield 	Massachusetts	city	2013	153838
Springfield 	Massachusetts	city	2014	154204
Springfield 	Massachusetts	city	2015	154341
Taunton 	Massachusetts	city	2010	55891
Taunton 	Massachusetts	city	2011	55900
Taunton 	Massachusetts	city	2012	56001
Taunton 	Massachusetts	city	2013	56074
Taunton 	Massachusetts	city	2014	56586
Taunton 	Massachusetts	city	2015	56789
Waltham 	Massachusetts	city	2010	60854
Waltham 	Massachusetts	city	2011	61322
Waltham 	Massachusetts	city	2012	62010
Waltham 	Massachusetts	city	2013	62412
Waltham 	Massachusetts	city	2014	63149
Waltham 	Massachusetts	city	2015	63378
Weymouth Town 	Massachusetts	city	2010	53799
Weymouth Town 	Massachusetts	city	2011	54185
Weymouth Town 	Massachusetts	city	2012	55037
Weymouth Town 	Massachusetts	city	2013	55510
Weymouth Town 	Massachusetts	city	2014	55747
Weymouth Town 	Massachusetts	city	2015	55957
Worcester 	Massachusetts	city	2010	181849
Worcester 	Massachusetts	city	2011	182372
Worcester 	Massachusetts	city	2012	182426
Worcester 	Massachusetts	city	2013	183121
Worcester 	Massachusetts	city	2014	184211
Worcester 	Massachusetts	city	2015	184815
Framingham 	Massachusetts	town	2010	68619
Framingham 	Massachusetts	town	2011	69575
Framingham 	Massachusetts	town	2012	70005
Framingham 	Massachusetts	town	2013	70569
Framingham 	Massachusetts	town	2014	70856
Framingham 	Massachusetts	town	2015	71209
Brookline 	Massachusetts	town	2010	58692
Brookline 	Massachusetts	town	2011	58848
Brookline 	Massachusetts	town	2012	58962
Brookline 	Massachusetts	town	2013	59277
Brookline 	Massachusetts	town	2014	59388
Brookline 	Massachusetts	town	2015	59195
Plymouth 	Massachusetts	town	2010	56653
Plymouth 	Massachusetts	town	2011	57141
Plymouth 	Massachusetts	town	2012	57275
Plymouth 	Massachusetts	town	2013	57616
Plymouth 	Massachusetts	town	2014	58310
Plymouth 	Massachusetts	town	2015	58890
Ann Arbor 	Michigan	city	2010	114030
Ann Arbor 	Michigan	city	2011	115208
Ann Arbor 	Michigan	city	2012	115648
Ann Arbor 	Michigan	city	2013	116209
Ann Arbor 	Michigan	city	2014	116899
Ann Arbor 	Michigan	city	2015	117070
Battle Creek 	Michigan	city	2010	52298
Battle Creek 	Michigan	city	2011	52038
Battle Creek 	Michigan	city	2012	51866
Battle Creek 	Michigan	city	2013	51808
Battle Creek 	Michigan	city	2014	51813
Battle Creek 	Michigan	city	2015	51589
Dearborn 	Michigan	city	2010	97843
Dearborn 	Michigan	city	2011	97050
Dearborn 	Michigan	city	2012	96675
Dearborn 	Michigan	city	2013	95801
Dearborn 	Michigan	city	2014	95638
Dearborn 	Michigan	city	2015	95171
Dearborn Heights 	Michigan	city	2010	57636
Dearborn Heights 	Michigan	city	2011	57206
Dearborn Heights 	Michigan	city	2012	56993
Dearborn Heights 	Michigan	city	2013	56498
Dearborn Heights 	Michigan	city	2014	56397
Dearborn Heights 	Michigan	city	2015	56145
Farmington Hills 	Michigan	city	2010	79755
Farmington Hills 	Michigan	city	2011	80214
Farmington Hills 	Michigan	city	2012	80722
Farmington Hills 	Michigan	city	2013	81229
Farmington Hills 	Michigan	city	2014	81462
Farmington Hills 	Michigan	city	2015	81330
Flint 	Michigan	city	2010	102209
Flint 	Michigan	city	2011	101393
Flint 	Michigan	city	2012	100469
Flint 	Michigan	city	2013	99810
Flint 	Michigan	city	2014	99015
Flint 	Michigan	city	2015	98310
Grand Rapids 	Michigan	city	2010	188054
Grand Rapids 	Michigan	city	2011	189090
Grand Rapids 	Michigan	city	2012	190713
Grand Rapids 	Michigan	city	2013	192868
Grand Rapids 	Michigan	city	2014	194249
Grand Rapids 	Michigan	city	2015	195097
Kalamazoo 	Michigan	city	2010	74327
Kalamazoo 	Michigan	city	2011	74661
Kalamazoo 	Michigan	city	2012	75244
Kalamazoo 	Michigan	city	2013	75730
Kalamazoo 	Michigan	city	2014	75939
Kalamazoo 	Michigan	city	2015	76041
Kentwood 	Michigan	city	2013	50311
Kentwood 	Michigan	city	2014	50827
Kentwood 	Michigan	city	2015	51357
Lansing 	Michigan	city	2010	114344
Lansing 	Michigan	city	2011	114308
Lansing 	Michigan	city	2012	114280
Lansing 	Michigan	city	2013	114253
Lansing 	Michigan	city	2014	114657
Lansing 	Michigan	city	2015	115056
Livonia 	Michigan	city	2010	96706
Livonia 	Michigan	city	2011	96102
Livonia 	Michigan	city	2012	95802
Livonia 	Michigan	city	2013	95060
Livonia 	Michigan	city	2014	94979
Livonia 	Michigan	city	2015	94635
Novi 	Michigan	city	2010	55264
Novi 	Michigan	city	2011	55947
Novi 	Michigan	city	2012	56884
Novi 	Michigan	city	2013	57922
Novi 	Michigan	city	2014	58416
Novi 	Michigan	city	2015	58723
Pontiac 	Michigan	city	2010	59491
Pontiac 	Michigan	city	2011	59628
Pontiac 	Michigan	city	2012	59959
Pontiac 	Michigan	city	2013	60072
Pontiac 	Michigan	city	2014	60077
Pontiac 	Michigan	city	2015	59917
Rochester Hills 	Michigan	city	2010	71028
Rochester Hills 	Michigan	city	2011	71573
Rochester Hills 	Michigan	city	2012	72268
Rochester Hills 	Michigan	city	2013	72878
Rochester Hills 	Michigan	city	2014	73105
Rochester Hills 	Michigan	city	2015	73424
Royal Oak 	Michigan	city	2010	57249
Royal Oak 	Michigan	city	2011	58128
Royal Oak 	Michigan	city	2012	58455
Royal Oak 	Michigan	city	2013	58840
Royal Oak 	Michigan	city	2014	58982
Royal Oak 	Michigan	city	2015	59008
Saginaw 	Michigan	city	2010	51422
Saginaw 	Michigan	city	2011	51057
Saginaw 	Michigan	city	2012	50806
Saginaw 	Michigan	city	2013	50358
St. Clair Shores 	Michigan	city	2010	59727
St. Clair Shores 	Michigan	city	2011	59686
St. Clair Shores 	Michigan	city	2012	59852
St. Clair Shores 	Michigan	city	2013	60048
St. Clair Shores 	Michigan	city	2014	59964
St. Clair Shores 	Michigan	city	2015	59903
Southfield 	Michigan	city	2010	71765
Southfield 	Michigan	city	2011	72125
Southfield 	Michigan	city	2012	72558
Southfield 	Michigan	city	2013	73077
Southfield 	Michigan	city	2014	73367
Southfield 	Michigan	city	2015	73156
Sterling Heights 	Michigan	city	2010	129726
Sterling Heights 	Michigan	city	2011	129899
Sterling Heights 	Michigan	city	2012	130482
Sterling Heights 	Michigan	city	2013	131329
Sterling Heights 	Michigan	city	2014	131971
Sterling Heights 	Michigan	city	2015	132052
Taylor 	Michigan	city	2010	62978
Taylor 	Michigan	city	2011	62552
Taylor 	Michigan	city	2012	62332
Taylor 	Michigan	city	2013	61786
Taylor 	Michigan	city	2014	61853
Taylor 	Michigan	city	2015	61568
Troy 	Michigan	city	2010	81006
